author,community
Kay Hamacher,22
P.G. Swann,340
S.K. Semwal,340
N. Thune,341
B. Olstad,341
A. Pommert,54
M. Riemer,54
R. Schubert,54
W. Lierse,54
T.M. Rhyne,282
W. Ivey,282
L. Knapp,282
T. Mace,282
D. Dobkin,69
A.B. Forgang,3
J.J. Loomis,223
Xiuwen Liu,223
K. Fujimura,223
M.L. Evans,223
H. Ishikawa,223
L. Keely,2
H. Ma,342
K.W. Jones,342
E.A. Stern,342
P. Adams,343
D. Dommermuth,343
Rong Xu,344
W. Solihin,344
Zhiyong Huang,344
E. Diep,345
R.J.K. Jacob,345
Valentin Zobel,56
Markus Stommel,56
Markus Rutten,346
Min S. Chong,346
Frank Grave,347
Michael Buser,347
David C. Banks,348
Kevin Beason,348
Billy Cheung,15
Maureen Stone,15
Vahid Taimouri,111
Ellen Isaacs,349
Kelly Damico,349
Shane Ahern,349
Eugene Bart,349
Mudita Singhal,349
Carolyn L. Phillips,35
Dmitry Karpeyev,35
Andreas Glatz,35
Goethem Arthur Van,45
Frank Staals,45
Maarten Löffler,45
Nadine Dräger,22
Jun Tao,35
Martin Imre,35
Nitesh V. Chawla,35
Gökhan Sever,35
Xuanwu Yue,26
Xinyu Zhu,26
Zheqing Yu,26
Dimitrios Papadopoulos,26
Zhicong Lu,12
Mingming Fan,12
Michelle Annett,12
Jay Koven,22
Hossein Siadati,22
Markus Jakobsson,22
Marco Angelini,350
Graziano Blasilli,350
Tiziana Catarci,350
Simone Lenti,350
Giuseppe Santucci,350
Gabriel Ryan,9
Abigail Mosca,9
Eugene Wu,9
Jules Vidal,38
Joseph Budin,38
Sihang Li,35
Andrey Krekhov,60
Sebastian Cmentowski,60
Andre Waschk,60
Guozheng Li,35
Yu Zhang,35
Yu Dong,35
Jinson Zhang,35
Michael J. Mcguffin,35
Jianping Kelvin Li,41
Robert Krueger,11
Won-Dong Jang,11
Artem Sokolov,11
Peter K. Sorger,11
Tiankai Xie,24
Jundong Li,24
Xingbo Wang,26
Aoyu Wu,26
Zhaosong Huang,26
Shengjie Gao,26
Kejie Yu,26
Weixia Xu,26
Mingjie Tang,24
Minfeng Zhu,26
Mingliang Xu,26
Patricia Crossno,19
Brian Wylie,19
Andrew Wilson,19
John Greenfield,19
Eric Stanton,19
Timothy Shead,19
Lisa Ice,19
Jeffrey Baumes,19
Christopher Muelder,41
Ryan Armstrong,41
James Shearer,41
Kurt Dejgaard,16
Ilknur Icke,351
Andrew Rosenberg,351
Iulian Peca,22
Haolin Zhi,22
Jay Takle,45
Katrin Heitmann,45
Audrey Bowerman,45
Sarang Joshi,7
Andy Bardill,45
Betul Salman,45
Kate Herd,45
Hang Su,26
B. Kamgar-Parsi,5
E. Belcher,5
O. Engelsen,5
S.K. Law,352
P.L. Nunez,352
A.F. Westdorp,352
A.V. Nelson,352
K.L. Pilgreen,352
T.J. True,241
B. Naylor,81
T.M. Morrow,353
S. Ghosh,353
M. Grayson,148
C. Pelkie,148
G. Celniker,354
I. Chakravarty,354
J. Moorman,354
C. Grinstein,2
H. Hinterberger,2
M. Hannemann,355
H. Sobieczky,355
D. Rossiter,356
Wai-Yin Ng,356
H. Weimer,357
J. Warren,357
J. Troutner,357
W. Wiggins,357
J. Shrout,357
J. Govindarajan,20
J. Barnett,20
R.M. Adams,358
B. Stancampiano,358
M. McKenna,358
D. Small,358
D.H. Rogers,137
C.J. Garasi,137
E.I. Kelton,44
E. Hueso,46
I. Pivkin,46
S. Swartz,46
G. Karniadakis,46
K. Breuer,46
G. Johnson,3
D. Kirk,3
B. Mark,3
O. Staubli,5
D. Gubler,5
G. Schlosser,40
J. Hesser,40
R. Manner,40
Shyh-Kuang Ueng,359
Sheng-Chuan Wang,359
K.L. Summers,360
T.E. Goldsmith,360
S. Kubica,360
T.P. Caudell,360
D.C. Glaser,361
R. Tan,361
J. Canny,361
E. Yi-Luen Do,361
D. Cluxton,53
Jie Yun,53
E. Darling,362
C. Newbern,362
N. Kalghatgi,362
A. Burgman,362
K. Recktenwald,362
Kenneth W. Waters,38
Christopher S. Co,38
Lei Wang,26
Christopher P. Kappe,112
Lucas Schütz,112
Stefan Gunther,112
Lars Hufnagel,112
Steffen Lemke,112
Nils Rodrigues,15
Darren Edge,12
Jonathan Larson,12
Christopher White,12
Morgan Leborgne,42
Andreas Schätler,60
Timothy Luciani,303
Cassiano Sugiyama,303
Jonathan Komperda,303
Leni Yang,26
Yifang Wang,26
Bo Qiao,26
Si Qin,26
Yong Xu,26
Yuanzhe Hu,26
Vanessa Peña-Araya,12
Yiwen Sun,41
Jason Leigh,41
Andrew Johnson,41
Dennis Chau,41
Youfeng hao,35
Jie Liangk,35
Qiusheng Li,35
Haiyang Wang,35
Svitlana Volkova,24
R.J. Meyers,363
M.B. Stephenson,363
S.L. Senft,364
V.J. Argiro,364
W.L. VanZandt,364
K.P. Hinckley,18
H.-H. Ehricke,36
G. Daiber,36
G. Domokos,365
R. Paffenroth,365
T.A. Wagner,2
H.J.W. Spoelder,25
C. Winkler,180
J.-C. Paul,180
R. Scoggins,63
D. Gresh,5
F. Suits,5
Yuk Yin Sham,5
B. Lowekamp,3
R. Albert,3
Y. Zhang,3
G. Hutchinson,3
R.M. Brannon,137
D. Coblentz,137
R. Reyes,63
W. Hodges,63
B. Geisler,46
P. Luders,366
R. Ernst,366
J. Tyman,13
G.P. Gruetzmacher,13
G. Gainant,23
D. Surendran,40
Teodora Chitiboi,68
Susanne Schnell,68
Michael Markl,68
Wojciech Burakiewicz,264
Xiangmin Zhou,5
Yunhe Shen,5
Robert Sweet,5
Alessandro Giusti,367
Pierluigi Taddei,367
Giorgio Corani,367
Luca Gambardella,367
Cristina Magli,367
Luca Gianaroli,367
Jianguang Weng,26
Lin Jing,26
Joerg Meyer,112
Glenn Taylor,112
Ben Torkian,112
Timothy C. Johnson,112
Ian Gorton,112
Jennifer L. Horsman,112
Susan S. Hubbard,112
Harinarayan Krishnan,112
Alexandru Romosan,112
Elizabeth H. Keating,112
Laura Monroe,112
Richard Strelitz,112
Phil Moore,112
Thomas Löwe,15
Emmy-Charlotte Förster,15
Jens-Peter Kreiss,15
Hyunjoo Song,15
Jeongjin Lee,15
Tae Jung Kim,15
Kyoung Ho Lee,15
David Burlinson,368
Kalpathi Subramanian,368
Paula Goolkasian,368
Thomas Müller,60
Michael Traoré,15
Thomas Wilde,22
Christian Rössi,22
Matej Mlejnek,11
Thomas Theußl,11
Qi Wu,38
Chris R. Johnson,38
Saeed Boorboor,26
Shreeraj Jadhav,26
Mala Ananth,26
David Talmage,26
Lorna Role,26
Sarkis Halladjian,42
Jiali Liu,45
James R. Eagan,45
Doris Jung-Lin Lee,369
John Lee,369
Tarique Siddiqui,369
Jaewoo Kim,369
Karrie Karahalios,369
Aditya Parameswaran,369
Shuaiqi Wang,35
Noa Fish,35
Yang Yue,35
Daniel Cohen-Or,35
Younghoon Kim,9
Jorge Piazentin Ono,60
Sonia Castelo,60
Roque Lopez,60
Junxiu Tang,26
Renzhong Li,15
Xinke Wu,15
Shuhan Liu,15
Johannes Knittel,15
Peiran Ren,15
Justin Mauger,265
Alan Ratner,265
Snehal Pokharkar,6
Tin Kam Ho,6
Donald Pellegrino,20
Michael Stryker,20
Junyan Luo,20
Ian Turton,20
Alan MacEachren,20
Lynn Chien,24
Annie Tat,24
Adeel Khamisa,24
Suvi Tarkkanen,370
Kaisa Miettinen,370
Jussi Hakanen,370
Hao Zhou,371
Anna A. Shaverdian,371
H.V. Jagadish,371
George Michailidis,371
M. C. Hao,32
M. Marwah,32
H. Janetzko,32
R. Sharma,32
D. Patnaik,32
N. Ramakrishnan,32
Llyr ap Cenydd,45
Serban Pop,45
Helen Miles,45
Chris Hughes,45
William Teahan,45
Lyubka Sharalieva,22
Franz Wanner,22
Benjamin Bustos,22
B.K. Christensen,372
L.M. Desjarlais,372
H.W. Park,19
K.S. Eo,19
D.L. Kim,19
B.K. Choi,19
Y. Kim,19
T. Alexander,19
F.F. Grinstein,373
U.R. Obeysekare,373
G. Patnaik,373
M.S. Peercy,94
P. Peterson,23
B. Hayden,23
D. Banerjee,5
C. Morley,5
M. Wagner,211
B. Yamrom,374
J.A. Sutliff,374
A.P. Woodfield,374
A.E. Mynett,63
J.T. Foley,63
K.N. Vidimce,63
R. Marciano,152
R. McKeon,152
S. Chakaveh,375
U. Zlender,375
D. Skaley,375
K. Fostiropoulos,375
D. Breitschwerdt,375
A. Gubin,376
W. Yurcik,376
L. Brumbaugh,376
R. Haynes,137
Wei Zhu,5
N. Volkow,5
J. Meade,5
T. Yoo,63
M. Robinson,237
J.D. Genetti,63
S.L. Havre,13
B.-J.M. Webb-Robertson,13
D. Marshburn,69
B.G. Wilde,69
K. Desai,69
J.K. Fisher,69
J. Cribb,69
E.T. O'Brien,69
J.L. Posdamer,55
J. Dantone,55
J. Dale,55
T. Hamburger,55
W. Page,55
G.P. Bingham,99
C. Forser,99
Tzu-Wei Hsu,377
L. Inman,377
D. McColgin,377
K. Stamper,377
D.P. Groth,378
B.W. Murphy,378
Hyunggoog Seo,3
Seunghoon Cha,3
Junyong Noh,3
Michael Douma,379
Grzegorz Ligierko,379
Ovidiu Ancuta,379
Pavel Gritsai,379
Sean Liu,379
Simon Schröder,38
John A. Peterson,38
Louise H. Kellogg,38
Tao Ju,380
Minxin Cheng,380
Xu Wang,380
Ye Duan,380
Guangchen Ruan,26
Paul van der Corput,22
Guangyu Jeff Zou,111
Daisuke Sakurai,38
Osamu Saeki,38
Hsiang-Yun Wu,38
Takahiro Yamamoto,38
Bryan Genest,11
Stephan Reiling,11
Lawrence Roy,56
Prashant Kumar,56
Sanaz Golbabaei,56
Yue Zhang,56
Shade T. Shutters,24
Steven Landis,24
Nicole Sultanum,12
Devin Singh,12
Akhilesh Camisetty,60
Chaitanya Chandurkar,60
Vladimir Molchanov,68
Amira Chalbi,12
Jacob Ritchie,12
Jungu Choi,12
Nicolas Roussel,12
Julian Thijssen,42
Alexander Mordvintsev,42
Baldur Van Lew,42
Irene Baeza Rojo,7
Aditeya Pandey,11
Harsh Shukla,11
Geoffrey S. Young,11
Lei Qin,11
Amir A. Zamani,11
Liangge Hsu,11
Raymond Huang,11
Haoyu Li,35
Ching-Shan Chou,35
Zeyu Wang,15
Tingting Liu,15
Zhanglin Cheng,15
Shuainan Ye,26
Xiangtong Chu,26
Yifan Wang,111
Lejun Shen,26
Danqing Shi,26
Xinyue Xu,26
Fuling Sun,26
Yang Shi,26
Chunyao Qian,26
Shizhao Sun,26
Jian-Guang Lou,26
Xinlei Zhao,18
Van Quan Ho,381
Tobias Astrom,381
Mikael Jern,381
Derek Overby,205
Jim Wall,205
David Allen,382
Tsai-Ching Lu,382
Dave Huber,382
Steve DiPaola,24
Eric E. Monson,383
Guangliang Chen,383
Rachael Brady,383
Mauro Maggioni,383
Ravikiran Vadlapudi,6
Maryam Siahbani,6
Anoop Sarkar,6
Miguel Nunes,42
Benjamin Rowland,42
Matthias Schlachter,42
Soléakhéna Ken,42
Anne Laprie,42
Simon Urbanek,60
Gordon Woodhull,60
Christian Richter,11
Dongjin Choi,6
Barry Drake,6
J.L. Pajon,384
V.B. Tran,384
R.H. Wolfe,385
M. Needels,385
J.D. Joannopoulos,385
J. Burnetti,386
R. Manley,386
W. Mitchell,386
D. Varnadore,386
M.J. Geller,387
E.E. Falco,387
D.G. Fabricant,387
B. Estus,387
T. Gerhold,63
W.-J. Knibbe,25
K.E. Shahroudi,25
L. Joskowicz,142
B. Lorensen,5
F. Kitson,5
A. Disch,3
S. Kohn,3
D. Zeckzer,3
M. Munchhofen,3
G. Steinebach,3
I. Scheler,3
M. Ruby,3
M. Wadle,3
E.C. Wyatt,388
P. O'Leary,388
P.G. Sibley,5
M. Mancas,389
B. Gosselin,389
B. Macq,389
D. Hackborn,53
Marian Talbert,60
Jeffrey Morisette,60
Victor Matvienko,60
Mohammad Imrul Jubair,60
Niklas Roeber,60
John Clyne,60
Ali Mahdavi-Amiri,60
Faramarz Samavati,60
Tracy Compton,38
Tony Bernadin,38
Eric Cowgill,38
Klaus Gwinner,38
Andreas Gerndt,38
Markus Rütten,56
Andrzej Szymczak,390
Levente Sipeki,390
Ievgeniia Gutenko,26
Konstantin Dmitriev,26
Matthew A. Barish,26
Andreas J. Lind,42
Hajar Hamidian,111
Zichun Zhong,111
Sergej Stoppel,42
Mohamed Ibrahim,11
Patrick Wickenhäuser,11
Oliver Rübel,391
Benjamin P. Bowen,391
Bo Ma,38
Marzieh Berenjkoub,56
Rodolfo Ostilla Monico,56
Robert S. Laramee,56
Min Shih,41
Charles Rozhon,41
Felix Raith,56
Christian Blecha,56
Thomas Nagel,56
Francesco Parisio,56
Olaf Kolditz,56
Fabian Günther,56
Hariharan Subramonyam,9
Lin Yan,38
Yusu Wang,38
Elizabeth Munch,38
Ellen Gasparovic,38
Seth Johnson,38
Gregory Abram,38
Daniel Olson,38
Andrew J. Solis,38
Bridger Herman,38
Phillip J. Wolfram,38
Christophe Lenglet,38
Steve Petruzza,38
Samuel Leventhal,38
John J. Baglino,38
Michael Czabaj,38
Ashley D. Spear,38
Haris Mumtaz,15
Mingliang Xue,15
Xinyuan Yan,15
Hao Zheng,35
Yunhao Xing,35
Danny Z. Chen,35
Jonathan Zong,9
Dhiraj Barnwal,9
Rupayan Neogy,9
Rongzheng Bian,15
Yumeng Xue,15
Liang Zhou,15
Arpit Narechania,7
Jiacheng Pan,26
Xiaodong Zhao,26
Wai Tong,26
Benjamin Lee,11
Dave Brown,11
Xiaoyun Hu,11
Arnaud Prouzeau,11
Zhenhua Xu,26
Loretta Auvil,392
Xavier Llora,392
Duane Searsmith,392
Kelly Searsmith,392
Anuj R. Jaiswal,20
Adel Ahmed,45
Xiaoyan Fu,45
Seok-Hee Hong,45
Quan Hoang Nguyen,45
Nathan Andrysco,393
Bedrich Benes,393
Kevin Gurney,393
Jae-wook Ahn,394
Peter Brusilovsky,394
Sang-Cheol Seok,35
Veronica J Vieland,35
Brandon Wright,319
Matthew Steckman,319
Scott Stevson,319
Mona Erfani Joorabchi,333
Stephanie Dudzic,395
J. Alex Godwin,395
Ryan M. Kilgore,395
Marielle Mokhtari,396
Eric Boivin,396
Denis Laurendeau,396
Maxime Girardin,396
Jens Bauer,397
Sebastian Thelen,397
Achim Ebert,397
Yingjie Victor Chen,24
Zhenyu Cheryl Qian,24
Li Zhang,24
Nicola Ferro,350
Guido Granato,350
Guiseppe Santucci,350
Gianmaria Silvello,350
Sai Prashanth Dasari,7
Santhosh Nandhakumar,7
Kristanto Sean Njotoprawiro,26
Hammad Haleem,26
Qiaoan Chen,26
Chris Yi,26
Minjeong Shin,398
Alexander Soen,398
Benjamin T. Readshaw,398
Stephen M. Blackburn,398
Mitchell Whitelaw,398
Lexing Xie,398
Frederik L. Dennig,22
Zudi Lin,22
Zexian Chen,26
Dongshi Xu,26
Xiangyang Wu,26
H.F. Mayer,399
B. Tabatabai,399
M. Botts,400
J.D. Dykstra,400
L.S. Elson,400
S.J. Goodman,400
Meemong Lee,400
R. Guritz,5
N.W. Ashton,23
M. Marietta,20
J. Nichols,20
Po-Yu Tsai,63
J. Barlow,63
N.D. Gershon,55
R. Braham,55
D. Fracchia,55
A. Glassner,55
B. Mones-Hattal,55
R. Rose,55
E. Feibush,5
N. Gagvani,5
W.P. Horn,5
G. Lecina,5
M. Gorman,237
Z. Melek,401
J. Keyser,401
E.T. Stanton,402
W.P. Kegelmeyer,402
E. Myers,211
P. Coppin,211
K. Fischer,211
Luisa Lu,211
W.R. McCloskey,211
D. Seneker,211
Pin Ren,289
J. Foster,403
K. Subramanian,403
R. Herring,403
Gail Ahn,403
D. Lindgren,60
Scott Houde,98
Sheila Bonde,98
Arthur van Goethem,45
Andreas Reimer,45
Gustavo Machado,60
Andrew H. Stevens,38
Philipp Berg,42
Ralph Wickenhöfer,42
Darren Treanor,60
Jonathas Costa,60
Gene Payne,60
Micah Acinapura,60
Vivian Trakinski,60
Katy Williams,38
Kate Isaacs,38
Lace M.K. Padilla,11
Spencer C. Castro,11
Ian T. Ruginski,11
Tim Biedert,112
A. Wentzel,46
P. Hanula,46
T. Luciani,46
B. Elgohari,46
H. Elhalawani,46
G. Canahuate,46
D. Vock,46
C.D. Fuller,46
G.E. Marai,46
Chittayong Surakitbanharn,24
Andreas Walch,42
Alexandra Diehl,42
Claudio Delrieux,42
Ashley Suh,60
Mustafa Hajij,60
Fearn Bishop,12
Johannes Zagermann,12
Ulrike Pfeil,12
Gemma Sanderson,12
Paula Kayongo,9
Madeleine Grunde-McLaughlin,9
Tim Althoff,9
Barrett Ens,11
Fraser Anderson,11
Florence Y. Wang,11
Zac Lucarelli,11
Brendan Moyle,11
Jim Smiley,11
Jiayun Fu,26
Bin Zhu,26
Song Ge,26
Yuanyuan Tang,26
Xiaojing Ma,26
Michael Oppermann,16
Zezhong Wang,12
Jingtao Zhou,12
Lee Lawrence,11
Jae Choi,404
Sang-joon Lee,404
Sarah Gigitashvilli,404
James Wilson,404
Daniel Ha,6
Minjung Kim,6
Andrew Wade,6
William O. Chao,6
Kevin Ho,6
Linda Kaastra,6
Lynn Schwendiman,12
Jonathan McLean,12
Jaime Montemayor,405
Chris Diehl,405
Mike Pekala,405
David Patrone,405
Alex Godwin,24
Aba-Sah Dadzie,406
Daniela Petrelli,406
Courtney C. Dornburg,298
Travis L. Bauer,298
Laura A. McNamara,298
Thorsten Liebig,407
Olaf Noppens,407
Friedrich von Henke,407
Shraddha Agrawal,408
Kollukuduru Sravanthi,408
Soujanya Vadapalli,408
Kamalakar Karlapalem,408
Ishwar Kulkarni,11
Shanaz Y. Mistry,11
Brian Cummings,11
Samah Gad,7
M. Hao,32
Y. Chen,32
S. Mittelstadt,32
C. Bash,32
C. Felix,32
C. Patel,32
Diem Tran,98
Cecilia di Sciascio,409
Vedran Sabol,409
Eduardo Veas,409
Ji Hwan Park,26
Seyedkoosha Mirhosseini,26
David Joseph Wrisley,56
Yen-Ting Kuan,140
Jung-Hong Chuang,140
Nan-Chen Chen,410
Been Kim,410
Anjul Tyagi,18
Zhen Cao,18
Tyler Estro,18
Erez Zadok,18
Weikai Yang,26
X. Wu,411
Y. Fang,411
E.P. Glinert,2
D. Drake,20
T. Simpson,20
L. Smithmier,20
M.A. Westenberg,4
P.C. Saunders,46
S.C. Garrick,46
T. Wischgoll,195
E. Moritz,195
M. Hall,40
A. Betts,40
D. Pointer,40
V. Kindratenko,40
P. Krishnaswamy,53
R.L. Grossman,53
Jonathan P. Leidig,412
Santhosh Dharmapuri,412
Julian Kreiser,60
Alexander Hann,60
Eugen Zizer,60
Holger Steeb,15
David Uribe,15
Wenping Wang,15
Magnus Paulson Erga,42
Kaoji Xu,56
Michael Ankele,42
Hansjörq Schmauder,15
Johannes Häußler,18
Mosab Khayat,24
Matt Whitlock,12
Keke Wu,12
Stephen Smart,12
Ji Qi,22
Vincent Bloemen,22
Shihan Wang,22
Tobias Rapp,15
Christoph Peters,15
Jorge A. Wagner Filho,60
Wolfgang Stuerzlinger,60
Nancy O'Brien,24
Susannah Burrows,24
Leilani Battle,24
Audace Nakeshimana,24
Ananda Montoly,24
Michael Stonebraker,24
Luc Peterson,38
Peter B. Robinson,38
Brian K. Spears,38
Di Wang,38
Dan Maljovec,38
Rushil Anirudh,38
Sam Ade Jacobs,38
Brian C. Van Essen,38
David Hysom,38
Jae-Seung Yeom,38
Jim Gaffney,38
Jiaxin Bai,26
Qinhan Liu,26
Yiyang Tang,26
Abishek Puri,26
Ke Li,26
Kaiyi Zhang,15
Xiaotong Li,15
Dirk Streeb,15
Shilpika,41
Naohisa Sakamoto,41
Jorji Nonaka,41
Keiji Yamamoto,41
My T. Thai,24
Alexis Pister,6
Paolo Buono,6
Arjun Choudhry,24
Mandar Sharma,24
Pramod Chundury,24
Derek W. S. Gray,24
Philip Berger,11
Mingdong Zhang,26
Junhai Yong,26
Senthil Chandrasegaran,41
Chuan Bu,15
Quanjie Zhang,15
Dani Lischinski,15
Chengqiao Lin,26
Juncong Lin,26
Jincheng Jiang,26
Mai Elshehaly,16
Rebecca Randell,16
Lynn McVey,16
Natasha Alvarado,16
Chris P. Gale,16
Haojin Jiang,26
Qi'an Chen,26
Yaqi Qin,26
Huixuan Xie,26
Yitao Wu,26
Smiti Kaul,26
Chengbo Zheng,26
Mingze Ma,26
Stephen Kasica,16
Charles Berret,16
Stefan Zellmann,38
Nate Morrical,38
Ulrich Lang,38
R. Miklin,3
T. Lipic,3
M. Beric,3
W. Freiler,3
Adalberto L. Simeone,413
Buono Paolo,413
Xiongfei Luo,111
Hongan Wang,111
Wei Liu,111
Dongxing Teng,111
Guozhong Dai,111
Naz Khalili-Shavarini,45
David Mountain,45
Dora Erdos,414
Zsolt Fekete,414
Andras Lukacs,414
Mathieu Brulin,197
Remy Vieux,197
Guy Melancon,197
Pierre-Yves Koenig,197
Faraz Zaidi,197
Frederic Gilbert,197
Trung-Tien Phan-Quang,197
Morgan Mathiaut,197
Antoine Lambert,197
Jonathan Dubois,197
Ronan Sicre,197
Maryam Nafari,20
Soo-Yeon Ji,24
Bruno Pinaud,197
Guy Melançon,197
Scott D. Rothenberger,303
John E. Wenskovitch,303
N. Bánfi,415
L. Dudás,415
Zs. Fekete,415
J. Göbö lös-Szabó,415
A. Lukács,415
Á. Nagy,415
A. Szabó,415
Z. Szabó,415
G. Szűcs,415
Elizabeth Braunstein,7
Carsten Görg,7
Casey M. Canfield,416
David Sheffield,416
Cuixia Ma,111
Fred Olislagers,22
Masahiko Itoh,417
Masashi Toyoda,417
Tetsuya Kamijo,417
Masaru Kitsuregawa,417
Connor Gramazio,24
Cindy Chamberland,418
François Vachon,418
Jean-François Gagnon,418
Simon Banbury,418
Sébastien Tremblay,418
Vaughan Greer,323
Sujan Anreddy,46
Dan Zhang,18
Zhifang Jiang,18
Florencia Gargiulo,42
Silvia Castro,42
Jessica Peter,419
Steve Szigeti,419
Ana Jofre,419
Sara Diamond,419
David McColgin,420
Paul Hoover,420
Mark Igra,420
Dustin Arendt,421
Meg Pirrung,421
Suyun “Sandra” Bae,41
Federico Rossi,41
Joshua Vander Hook,41
Scott Davidoff,41
Jiang Wu,26
Ziyang Guo,26
Zuobin Wang,26
Qingyang Xu,26
D. Watson,422
J. Wejchert,422
D.W. Williams,422
B.M. Collins,422
M. Bolstad,20
L. Petterson,20
W. Shackelford,20
M.E. Botts,20
E. Pepke,20
K.W. Johnson,20
J. McLeod,423
C. Small,423
S. Tyson,424
B. Williams,424
H. Drevermann,425
D. Kuhn,425
B.S. Nilsson,425
D.I. Abramov,3
V.V. Gusev,3
L.I. Ponomarev,3
W. Krueger,3
W. Renz,3
C. Roux,55
J.L. Coatrieux,55
J.-L. Dillenseger,55
E.K. Fishman,55
M. Loew,55
H.-P. Meinzer,55
J.D. Pearlman,55
J. Hagedorn,426
H. Rushmeier,426
J. Blendell,426
M. Vaudin,426
Z. Maslak,308
D.J. Steel,308
C.J. Manaster,427
E. Nanthakumar,427
P.A. Morin,427
J. Orman,36
S.J. Braun,36
J. Jaech,13
M. Peery,13
J. Wright,428
S. Burleigh,428
M. Maruya,428
S. Maxwell,428
R. Pischel,428
J. Simon,46
D. Miller,46
G.P. Johnson,63
V. Calo,63
B.H. McCormick,401
P. Doddapaneni,401
D. Mayerich,401
S. Andrews,46
Yan-Jen Su,359
Chi-Tang Chang,359
F. Tsutsumi,429
N. Itoh,429
T. Onoda,429
D. Lu,430
L. Dietrich,430
M.J. Mohammadi-Aragh,46
Mohamed Gad,16
Hicham G. Elmongui,16
Mathias Goldau,38
André Reichenbach,38
Omniah H. Nagoor,11
Madhusudhanan Srinivasan,11
Juraj Pálenik,42
Arif Ghafoor,24
Alice Chu,60
Preeti Raghavan,60
Viswanath Aluru,60
Robin Bader,42
Michael Sprenger,42
Nikolina Ban,42
Stefan Rüdisühli,42
Christoph Schär,42
Fariba Khan,56
Botong Qu,56
Shih-Hsuan Hung,56
Katarína Furmanová,42
Adam Jurčík,42
Pepe Eulzer,42
Sandy Engelhardt,42
Nils Lichtenberg,42
Raffaele de Simone,42
Baldwin Nsonga,56
Stefan Gumhold,56
Jordi Ventosa-Molina,56
Denis Koschichow,56
Jochen Fröhlich,56
Cristina R. Ceja,24
Casimir J.H. Ludwig,24
Ragini Rathore,98
Zachary Leggon,98
Laurent Lessard,98
Ying Yang,11
Yuan-Fang Li,11
Tobias Czauderna,11
Yongqun He,11
Yan Lyu,431
Xu Liu,431
Hanyi Chen,431
Arpan Mangal,431
Kai Liu,431
Chao Chen,431
Brian Lim,431
Zeyu Li,35
Changhong Zhang,35
Shichao Jia,35
Ke Wu,12
Yue Li,12
Winter Wei,12
Khai N. Truong,12
Chen Chen,432
Changbo Wang,432
Xue Bai,432
Peiying Zhang,432
Chenhui Li,432
William Chao,6
Joe Kielman,7
Larry Rosenblum,7
Patricia Enns,24
Winniefried Kuan,24
Florian Juergen Gerhardt,112
Benjamin Holland,433
Lisa Kuchy,433
Jason Dalton,433
VinhTuan Thai,434
Siegfried Handschuh,434
Denise Royle,24
Emily Fujimoto,6
Pedro R. Walteros,6
Claudia Muller-Birn,435
Lukas Birn,435
Moshe Gutman,20
Gina Eosco,20
Monica Zappa,20
Jeremy G. Freeman,24
Naoki Yoshinaga,417
Victoria Lemieux,436
Barbara Endicott-Popovsky,436
Karl Eckler,436
Thomas Dang,436
Adam Jansen,436
Kevin Boone,437
Edward Swing,437
Nadya A. Calderon,6
Bernhard E. Riecke,6
Haoling Dong,438
Siliang Tang,438
Si Li,438
Fei Wu,438
Yueting Zhuang,438
Daisaku Yokoyama,417
Miriam Perkins,439
Yanlai Chen,439
Alberto González,41
Lauren R. Samuels,440
Robert A. Greevy,440
Marco Foscato,42
Sondre H. Eliasson,42
Vidar R. Jensen,42
Yi-Chih Tsai,441
Liang-Chi Hsieh,441
Wen-Feng Cheng,441
Yin-Hsi Kuo,441
Winston Hsu,441
Wen-Chin Chen,441
Huan He,26
Oinghua Zheng,26
Bo Dong,26
Marlen Promann,442
Sabine Brunswicker,442
M. Zhu,69
Q.E. Dolecek,443
K. Moorjani,443
B.F. Kim,443
D.G. Tilley,443
T.S. Denney,443
N.E. Hurlburt,444
L.W. Anacker,444
R. Kopelman,444
H. Videau,445
P. Mora de Freitas,445
N. Prevost,23
R.E. Jennings,23
G. Knittel,5
J.C. Goble,5
G.W. Shirah,446
H.G. Mitchell,446
M. Gleicher,447
T. Brunet,447
E. Nowak,447
L. Osten,447
M. McElwee,447
K. Tanty,447
A. Gepner,447
G. Lahvis,447
D. Guzman,63
K. Vega,63
R. Wyatt,63
Hang Yu,344
Ee-Chien Chang,344
Zhijian Zheng,344
Xiaohong Bao,25
M. Shafae,25
T. Jewitt,1
Arlen Fan,24
Jingrui He,24
Arun Reddy Nelakurthi,24
Duong B. Nguyen,56
Huan Liu,26
Xiaoyi Wang,448
Alexander Eiselmayer,448
Wendy E. Mackay,448
Kasper Hornbaek,448
Chat Wacharamanotham,448
Jakob Jakob,7
Xinyi Zhou,11
David Groß,56
P. Nardini,3
R. Bujack,3
M. Bottinger,3
Hiroaki Natsukawa,449
Ethan R. Deyle,449
Gerald M. Pao,449
Koji Koyamada,449
George Sugihara,449
Tariq Yousef,56
Joseph F. DeRose,210
Jiayao Wang,210
Douglas Markant,24
Madison A. Elliott,24
Antonios Somarakis,42
Marieke E. Ijsselsteijn,42
Sietse J. Luk,42
Boyd Kenkhuis,42
Noel F.C.C. de Miranda,42
Reshika Palaniyappan Velumani,26
Yanna Lin,26
Hayder Mahdi AI-maneea,26
Jonathan Roberts,26
Dominik Engel,60
Caitlyn M. McColeman,24
Lincan Zou,35
Nanxiang Li,35
Michael Hofmann,35
Arvind Kumar Shekar,35
